epoch,epoch_loss,epoch_acc,timestamp
0,0.6638198494911194,0.620192289352417,2025-02-26 21:38:00
1,0.6669072508811951,0.620192289352417,2025-02-26 21:42:08
2,0.6131153106689453,0.6580528616905212,2025-02-26 21:46:17
3,0.6898733377456665,0.6628605723381042,2025-02-26 21:50:25
4,0.694033145904541,0.5955528616905212,2025-02-26 21:54:36
5,0.39327874779701233,0.8299278616905212,2025-02-26 21:58:46
6,0.399762898683548,0.8052884340286255,2025-02-26 22:02:54
7,0.26600319147109985,0.8948317170143127,2025-02-26 22:07:01
8,0.28690871596336365,0.8581730723381042,2025-02-26 22:11:11
9,0.2807994484901428,0.879807710647583,2025-02-26 22:15:19
10,0.20303969085216522,0.9224759340286255,2025-02-26 22:19:27
11,0.1591060608625412,0.9429086446762085,2025-02-26 22:23:35
12,0.11167658865451813,0.9543269276618958,2025-02-26 22:27:42
13,0.07676048576831818,0.9711538553237915,2025-02-26 22:31:50
14,0.16302824020385742,0.9302884340286255,2025-02-26 22:35:57
15,0.0647236555814743,0.9741586446762085,2025-02-26 22:40:05
16,0.02822026051580906,0.9897836446762085,2025-02-26 22:44:12
17,0.09417961537837982,0.957932710647583,2025-02-26 22:48:19
18,0.46027904748916626,0.8689903616905212,2025-02-26 22:52:27
19,0.40318259596824646,0.8509615659713745,2025-02-26 22:56:35
20,0.07767350971698761,0.9705528616905212,2025-02-26 23:00:43
21,0.055340010672807693,0.9819711446762085,2025-02-26 23:04:51
