epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
0,0.6434417963027954,0.6580528616905212,2025-02-25 11:30:09
1,0.6640773415565491,0.620192289352417,2025-02-25 11:33:36
2,0.6395599842071533,0.6580528616905212,2025-02-25 11:37:03
3,0.6420783996582031,0.6286057829856873,2025-02-25 11:40:28
4,0.5389387607574463,0.739182710647583,2025-02-25 11:43:53
5,0.5069231986999512,0.765625,2025-02-25 11:47:18
6,0.45750388503074646,0.8161057829856873,2025-02-25 11:50:42
7,0.5881512761116028,0.7950721383094788,2025-02-25 11:54:07
8,0.6078411340713501,0.7638221383094788,2025-02-25 11:57:32
9,0.3425402343273163,0.8539663553237915,2025-02-25 12:00:57
10,0.3001592755317688,0.8786057829856873,2025-02-25 12:04:22
11,0.26314759254455566,0.8930288553237915,2025-02-25 12:07:47
12,0.43853533267974854,0.7956730723381042,2025-02-25 12:11:12
13,0.2729331851005554,0.8918269276618958,2025-02-25 12:14:37
14,0.1780257672071457,0.9230769276618958,2025-02-25 12:18:03
15,0.14460770785808563,0.9375,2025-02-25 12:21:28
16,0.14525768160820007,0.9489182829856873,2025-02-25 12:24:53
17,0.1329316347837448,0.956129789352417,2025-02-25 12:28:19
18,0.07629261165857315,0.9729567170143127,2025-02-25 12:31:44
19,0.07399775832891464,0.9705528616905212,2025-02-25 12:35:09
20,0.03722945228219032,0.9855769276618958,2025-02-25 12:38:34
21,0.06478513777256012,0.973557710647583,2025-02-25 12:41:59
22,0.05070284754037857,0.979567289352417,2025-02-25 12:45:23
23,0.2743070721626282,0.9068509340286255,2025-02-25 12:48:47
24,0.12546436488628387,0.9507211446762085,2025-02-25 12:52:11
25,0.03153105825185776,0.9885817170143127,2025-02-25 12:55:35
26,0.011755346320569515,0.9957932829856873,2025-02-25 12:58:58
27,0.023778356611728668,0.9897836446762085,2025-02-25 13:02:22
28,0.0032031158916652203,1.0,2025-02-25 13:05:46
29,0.0004343558684922755,1.0,2025-02-25 13:09:09
30,8.989177877083421e-05,1.0,2025-02-25 13:12:33
31,4.606989386957139e-05,1.0,2025-02-25 13:15:57
32,2.98402264888864e-05,1.0,2025-02-25 13:19:20
33,2.118184966093395e-05,1.0,2025-02-25 13:22:44
34,1.6100553693831898e-05,1.0,2025-02-25 13:26:08
