epoch,epoch_loss,epoch_acc,timestamp
0,0.6510167121887207,0.6423262357711792,2025-02-23 01:28:54
1,0.649657666683197,0.6434911489486694,2025-02-23 01:32:53
2,0.6180962920188904,0.6452385783195496,2025-02-23 01:36:39
3,0.5203965306282043,0.7622966170310974,2025-02-23 01:40:24
4,0.6503309607505798,0.6368436217308044,2025-02-23 01:44:09
5,0.5443402528762817,0.7382396459579468,2025-02-23 01:47:55
6,0.4604220986366272,0.785003662109375,2025-02-23 01:51:40
7,0.42525264620780945,0.8096615672111511,2025-02-23 01:55:26
8,0.34911200404167175,0.850508451461792,2025-02-23 01:59:12
9,0.30837419629096985,0.8697392344474792,2025-02-23 02:02:58
10,0.24085046350955963,0.8979844450950623,2025-02-23 02:06:43
11,0.2284669429063797,0.9033746123313904,2025-02-23 02:10:29
12,0.17525441944599152,0.9255732297897339,2025-02-23 02:14:15
13,0.18563435971736908,0.9267750978469849,2025-02-23 02:18:01
14,0.14862950146198273,0.9417991638183594,2025-02-23 02:21:47
15,0.10198500007390976,0.9598464965820312,2025-02-23 02:25:33
16,0.07327519357204437,0.9759985208511353,2025-02-23 02:29:18
17,0.07296939939260483,0.9729751944541931,2025-02-23 02:33:04
18,0.049521900713443756,0.9831915497779846,2025-02-23 02:36:50
19,0.03379512205719948,0.9897836446762085,2025-02-23 02:40:35
20,0.043099597096443176,0.9861963987350464,2025-02-23 02:44:22
21,0.057874687016010284,0.9771819710731506,2025-02-23 02:48:08
22,0.04669615253806114,0.9826090931892395,2025-02-23 02:51:54
23,0.014219250530004501,0.9957932829856873,2025-02-23 02:55:40
24,0.0027334843762218952,1.0,2025-02-23 02:59:25
25,0.0027078420389443636,1.0,2025-02-23 03:03:11
26,0.0013778407592326403,0.9993990659713745,2025-02-23 03:06:57
27,0.19021889567375183,0.9418176412582397,2025-02-23 03:10:42
28,0.03164300322532654,0.9879992604255676,2025-02-23 03:14:28
29,0.018772948533296585,0.9939903616905212,2025-02-23 03:18:14
