epoch,epoch_loss,epoch_acc,timestamp
0,0.6545471549034119,0.6481508612632751,2025-02-23 23:36:50
1,0.6415640115737915,0.6434911489486694,2025-02-23 23:40:41
2,0.57683265209198,0.7160965204238892,2025-02-23 23:44:31
3,0.5042893290519714,0.7563794255256653,2025-02-23 23:48:22
4,0.4211863577365875,0.80727618932724,2025-02-23 23:52:13
5,0.36922237277030945,0.8343750238418579,2025-02-23 23:56:01
6,0.35533809661865234,0.850508451461792,2025-02-23 23:59:50
7,0.29088523983955383,0.875748872756958,2025-02-24 00:03:38
8,0.2430010885000229,0.9014977812767029,2025-02-24 00:07:26
9,0.21819423139095306,0.9123150706291199,2025-02-24 00:11:14
10,0.15004289150238037,0.9477348327636719,2025-02-24 00:15:02
11,0.15575383603572845,0.9375739693641663,2025-02-24 00:18:50
12,0.1197240799665451,0.9555842876434326,2025-02-24 00:22:38
13,0.10021921992301941,0.9592455625534058,2025-02-24 00:26:26
14,0.08801033347845078,0.9693509340286255,2025-02-24 00:30:14
15,0.07288184016942978,0.9699888825416565,2025-02-24 00:34:02
16,0.0813777819275856,0.9657821655273438,2025-02-24 00:37:50
17,0.03966781124472618,0.9886001944541931,2025-02-24 00:41:39
18,0.03052014857530594,0.9867788553237915,2025-02-24 00:45:27
19,0.02065819501876831,0.9909855723381042,2025-02-24 00:49:15
20,0.023163476958870888,0.9927884340286255,2025-02-24 00:53:03
21,0.00793133582919836,0.9987980723381042,2025-02-24 00:56:51
22,0.0035751890391111374,0.9993990659713745,2025-02-24 01:00:38
23,0.006133149843662977,0.9981971383094788,2025-02-24 01:04:26
24,0.002756904112175107,0.9993990659713745,2025-02-24 01:08:15
25,0.0036945617757737637,1.0,2025-02-24 01:12:03
26,0.00416288198903203,0.9987980723381042,2025-02-24 01:15:51
27,0.001124479458667338,1.0,2025-02-24 01:19:39
28,0.0083517637103796,0.995192289352417,2025-02-24 01:23:28
29,0.017360592260956764,0.9946098327636719,2025-02-24 01:27:15
30,0.01278750691562891,0.9975961446762085,2025-02-24 01:31:04
31,0.0037292817141860723,0.9988165497779846,2025-02-24 01:34:55
32,0.006828207056969404,0.9963942170143127,2025-02-24 01:38:42
33,0.008907485753297806,0.9963942170143127,2025-02-24 01:42:30
34,0.004468896891921759,1.0,2025-02-24 01:46:17
