epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
epoch,epoch_loss,epoch_acc,timestamp
0,0.6672300696372986,0.620192289352417,2025-02-26 12:30:12
1,0.6697657108306885,0.6580528616905212,2025-02-26 12:34:14
2,0.8197205662727356,0.7475961446762085,2025-02-26 12:38:14
3,0.5187187194824219,0.7650240659713745,2025-02-26 12:42:16
4,0.39778196811676025,0.825120210647583,2025-02-26 12:46:18
5,0.40720316767692566,0.8052884340286255,2025-02-26 12:50:20
6,0.37344008684158325,0.8275240659713745,2025-02-26 12:54:21
7,0.5969400405883789,0.7073317170143127,2025-02-26 12:58:22
8,0.3816811144351959,0.8028846383094788,2025-02-26 13:02:23
9,0.31742793321609497,0.8629807829856873,2025-02-26 13:06:24
10,0.22617201507091522,0.9182692170143127,2025-02-26 13:10:26
11,0.37128913402557373,0.8317307829856873,2025-02-26 13:14:27
12,0.30335772037506104,0.885817289352417,2025-02-26 13:18:29
13,0.21328763663768768,0.9026442170143127,2025-02-26 13:22:30
14,0.14179189503192902,0.9447115659713745,2025-02-26 13:26:32
15,0.1513649821281433,0.909254789352417,2025-02-26 13:30:33
16,0.1584993600845337,0.9314903616905212,2025-02-26 13:34:35
17,0.1387232393026352,0.950120210647583,2025-02-26 13:38:36
18,0.08159524202346802,0.9705528616905212,2025-02-26 13:42:37
19,0.16506068408489227,0.9399038553237915,2025-02-26 13:46:39
20,0.023302624002099037,0.9939903616905212,2025-02-26 13:50:41
21,0.12913362681865692,0.950120210647583,2025-02-26 13:54:43
22,0.051455624401569366,0.9837740659713745,2025-02-26 13:58:44
23,0.017950939014554024,0.9945913553237915,2025-02-26 14:02:46
24,0.020998938009142876,0.9945913553237915,2025-02-26 14:06:47
25,0.011721054092049599,0.9963942170143127,2025-02-26 14:10:49
26,0.0037072617560625076,0.9993990659713745,2025-02-26 14:14:50
27,0.0036565617192536592,0.9993990659713745,2025-02-26 14:18:52
28,0.001618921640329063,1.0,2025-02-26 14:22:53
29,0.0010648308089002967,1.0,2025-02-26 14:26:54
