epoch,epoch_loss,epoch_acc,timestamp
0,0.6723406314849854,0.6434911489486694,2025-02-24 14:26:50
1,0.6527765989303589,0.6434911489486694,2025-02-24 14:27:23
2,0.6527470350265503,0.6411612629890442,2025-02-24 14:27:56
3,0.6564997434616089,0.6446561217308044,2025-02-24 14:28:29
4,0.6522303819656372,0.6429086923599243,2025-02-24 14:29:02
5,0.6524470448493958,0.6423262357711792,2025-02-24 14:29:35
6,0.6501187682151794,0.6434911489486694,2025-02-24 14:30:08
7,0.6276386380195618,0.6501387357711792,2025-02-24 14:30:41
8,0.5398739576339722,0.7520433068275452,2025-02-24 14:31:13
9,0.515075147151947,0.7598927617073059,2025-02-24 14:31:46
10,0.4807058274745941,0.7772467136383057,2025-02-24 14:32:19
11,0.4203576147556305,0.8139423131942749,2025-02-24 14:32:51
12,0.36045607924461365,0.8517844080924988,2025-02-24 14:33:23
13,0.27778154611587524,0.8919748067855835,2025-02-24 14:33:56
14,0.23412257432937622,0.9122965931892395,2025-02-24 14:34:28
15,0.19535695016384125,0.925517737865448,2025-02-24 14:35:01
16,0.1887311339378357,0.9291419982910156,2025-02-24 14:35:33
17,0.12922947108745575,0.9495747089385986,2025-02-24 14:36:06
18,0.11837993562221527,0.9645432829856873,2025-02-24 14:36:38
19,0.09232115745544434,0.9621948599815369,2025-02-24 14:37:10
20,0.06304967403411865,0.9747965931892395,2025-02-24 14:37:43
21,0.050531789660453796,0.9819711446762085,2025-02-24 14:38:15
22,0.05600949749350548,0.9783653616905212,2025-02-24 14:38:47
23,0.03527176007628441,0.9867973327636719,2025-02-24 14:39:20
24,0.04568353295326233,0.9801867604255676,2025-02-24 14:39:52
25,0.02303181029856205,0.9921875,2025-02-24 14:40:25
26,0.02713717706501484,0.9909855723381042,2025-02-24 14:40:58
27,0.01619328185915947,0.9939903616905212,2025-02-24 14:41:31
28,0.004868956748396158,0.9993990659713745,2025-02-24 14:42:03
29,0.006052562966942787,0.9975961446762085,2025-02-24 14:42:35
30,0.07196365296840668,0.9748150706291199,2025-02-24 14:43:07
31,0.022632628679275513,0.9928069710731506,2025-02-24 14:43:40
32,0.005165526643395424,0.9993990659713745,2025-02-24 14:44:12
33,0.004035070538520813,0.9981971383094788,2025-02-24 14:44:44
34,0.002751448890194297,0.9993990659713745,2025-02-24 14:45:17
35,0.0006213618908077478,1.0,2025-02-24 14:45:50
36,0.011480046436190605,0.9975961446762085,2025-02-24 14:46:22
37,0.026736833155155182,0.988017737865448,2025-02-24 14:46:55
38,0.03032347373664379,0.9879807829856873,2025-02-24 14:47:27
39,0.026117004454135895,0.9904215931892395,2025-02-24 14:47:59
40,0.004219570197165012,0.9981971383094788,2025-02-24 14:48:32
41,0.020581109449267387,0.9916050434112549,2025-02-24 14:49:05
42,0.0018631519051268697,1.0,2025-02-24 14:49:37
43,0.008176334202289581,0.9987980723381042,2025-02-24 14:50:09
44,0.0034417419228702784,0.9982156157493591,2025-02-24 14:50:42
45,0.00017095547809731215,1.0,2025-02-24 14:51:14
46,8.477537630824372e-05,1.0,2025-02-24 14:51:47
47,5.012864858144894e-05,1.0,2025-02-24 14:52:19
48,2.061767372651957e-05,1.0,2025-02-24 14:52:51
49,1.3915656381868757e-05,1.0,2025-02-24 14:53:24
